target,redirectURL,title,generator,statewideAlerts,stateTemplate,JQuery,GoogleAnalytics,errorcode,errormessage
https://stateentityprofile.ca.gov/,,CA.GOV State Entity Profile - CA.GOV State Entity Profile,,,,https://stateentityprofile.ca.gov/bundles/jquery?v=8xXMvDsr7V6F7eBvPszksIpvaeOlhHBVypfnSkB1-Gw1,,,
https://std.ca.gov/,,,,,,,,ECONNRESET,read ECONNRESET
https://sto.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 165.235.65.105:443
https://store.parks.ca.gov/,,California Department of Parks and Recreation Online Store | The official webstore of the California State Parks department. Buy park passes and other Parks-related gear.,CAWeb v.1.4.21,,https://store.parks.ca.gov/wp-content/themes/CAWeb-1.4.21/js/cagov.core.js?ver=,https://c0.wp.com/c/6.5.3/wp-includes/js/jquery/jquery.min.js,,,
https://sucorte.ca.gov/,https://selfhelp.courts.ca.gov/es,Guía de ayuda de las Cortes de California | California Courts | Self Help Guide,Drupal 9 (https://www.drupal.org),,,,,,
https://surveys.cdt.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND surveys.cdt.ca.gov
https://svcea.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND svcea.ca.gov
https://swrcb.ca.gov/,,,,,,,,EPROTO,"write EPROTO 00C6A41D01000000:error:0A000458:SSL routines:ssl3_read_bytes:tlsv1 unrecognized name:ssl/record/rec_layer_s3.c:907:SSL alert number 112
"
https://syfphr.hcai.ca.gov/,,HCAI Syfphr,,,,,,,
https://syfphr.oshpd.ca.gov/,,HCAI Syfphr,,,,,,,
https://systest.dental.dhcs.ca.gov/,,Medi-Cal Dental Website Maintenance,,,,,,,
https://tacc.ccoa.ca.gov/,,Home Page | Triple-A Council of California - State of California,,https://alert.cdt.ca.gov/,https://tacc.ccoa.ca.gov/js/cagov.core.js,https://code.jquery.com/jquery-3.6.0.min.js,"UA-20973992-12,UA-3419582-2",,
https://tahoe.ca.gov/,,Tahoe Conservancy |,CAWeb v.1.11.0,,https://tahoe.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://tahoe.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-7BTW7KMW8E,G-Y7T2KCM7P1,UA-21970760-38,UA-3419582-2,UA-3419582-47",,
https://tahoecons.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: tahoecons.ca.gov. is not in the cert's altnames: DNS:*.water.ca.gov, DNS:water.ca.gov"
https://tax.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: tax.ca.gov. is not in the cert's altnames: DNS:taxes.ca.gov, DNS:www.taxes.ca.gov"
https://taxrefund.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND taxrefund.ca.gov
https://tcpw.ca.gov/,,Tehama County Public Works,,,,,G-XYLMZ67JYC,,
https://teale.ca.gov/,,,,,,,,ECONNRESET,read ECONNRESET
https://techblog.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND techblog.ca.gov
https://techblog.cdt.ca.gov/,,TechBlog | California Department of Technology News,CAWeb v.1.11.0,,https://techblog.cdt.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://techblog.cdt.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-476JC9622P,G-69TD0KNT0F,G-Y7T2KCM7P1,UA-31125811-9,UA-3419582-2,UA-3419582-47",,
https://technology.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND technology.ca.gov
https://tehamacourt.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: tehamacourt.ca.gov. is not in the cert's altnames: DNS:courts.ca.gov, DNS:www.courts.ca.gov, DNS:appellatecases.courtinfo.ca.gov, DNS:cidcs.courtinfo.ca.gov, DNS:interpreterportal.courts.ca.gov, DNS:jbsis.courtinfo.ca.gov, DNS:jrn.courts.ca.gov, DNS:www2.courtinfo.ca.gov, DNS:www4.courtinfo.ca.gov"
https://tehamajuryservices.ca.gov/,https://tehamajuryservices.ca.gov/login,"Jury+ Web Solution by Jury Systems, Inc. - Login",,,,https://tehamajuryservices.ca.gov/js/jquery-3.6.0.js,,,
https://tempid.dtsc.ca.gov/,,Temporary State ID Number Issuance,,,https://tempid.dtsc.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js,"UA-19066778-9,UA-3419582-14,UA-3419582-2",,
https://template.webstandards.ca.gov/,,California State Web Template,,https://alert.cdt.ca.gov/,https://template.webstandards.ca.gov/state-template/js/cagov.core.min.js,,GTM-PWPX7KD,,
https://test-nahc.ca.gov/,,,,,,,,ECONNRESET,read ECONNRESET
https://test-nmvb.ca.gov/,,NMVB Home Page,,,https://test-nmvb.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,,,
https://test-opr.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND test-opr.ca.gov
https://test-www.dor.ca.gov/,,Home Page - CA Department of Rehabilitation,,https://alert.cdt.ca.gov/,https://california.azureedge.net/cdt/statetemplate/6.0.8/js/cagov.core.min.js,,"G-69TD0KNT0F,G-74S7YNBTH1,UA-21431721-18,UA-3419582-2",,
https://test.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND test.ca.gov
https://test.calgold.ca.gov/,,CalGold | CalGold v2 - Permit Assistance Tool,,,https://test.calgold.ca.gov/Content/StateTemplate/js/cagov.core.js,https://test.calgold.ca.gov/Content/StateTemplate/js/libs/jquery-3.2.1.min.js,G-XB0PBHDKRQ,,
https://test.edd.ca.gov/,,EDD,,https://alert.cdt.ca.gov/sample/sample-alert.js,https://test.edd.ca.gov/Assets/js/cagov.core.min.js,https://code.jquery.com/jquery-3.4.1.min.js,"G-69TD0KNT0F,G-MEKG96DZRX,GTM-N8KVMBR,UA-3419582-31",,
https://test.film.ca.gov/,,Site is undergoing maintenance,,,,https://test.film.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,,,
https://test.ibank.ca.gov/,,"California Infrastructure and Economic Development Bank (IBank) – (IBank) was created in 1994 to finance public infrastructure and private development that promote a healthy climate for jobs, contribute to a strong economy and improve the quality of life in California communities.",WordPress 6.5.3,,,https://test.ibank.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,,,
https://test.sgc.ca.gov/,,"Strategic Growth Council, California",,https://alert.cdt.ca.gov/,https://test.sgc.ca.gov/js/cagov.core.js,https://code.jquery.com/jquery-3.6.0.min.js,"G-69TD0KNT0F,G-GN1F20H06C,UA-3419582-2,UA-67638324-1",,
https://test5.prod.sites.ca.gov/,https://test5.prod.sites.ca.gov/wp-login.php?redirect_to=%2F,Log In ‹ Test5 — WordPress,,,,https://test5.prod.sites.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,,,
https://test5.test.sites.ca.gov/,https://test5.test.sites.ca.gov/wp-login.php?redirect_to=%2F,Log In ‹ Test5 — WordPress,,,,https://test5.test.sites.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,,,
https://testing.covid19.ca.gov/,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/Testing.aspx,Testing,,https://alert.cdt.ca.gov/,,https://www.cdph.ca.gov/Style%20Library/CDPH/js/jquery.min.js,"G-RESPONSIVE,GTM-KVN6ZCB",,
https://testsp.csd.ca.gov/,[login.microsoftonline.com],Sign in to your account,,,,,,,
https://theacademy.ca.gov/,,Home - The Academy,,,,https://theacademy.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,GTM-TC6WLH8,,
https://thrive.cnra.ca.gov/,,Thrive – State of California,,https://alert.cdt.ca.gov/,https://thrive.cnra.ca.gov/js/cagov.core.js,https://code.jquery.com/jquery-3.5.1.min.js,"UA-3419582-2,UA-59627195-15",,
https://tngf.ca.gov/,,,,,,,,ECONNRESET,read ECONNRESET
https://todb.ca.gov/,,The Town of Discovery Bay,,,,,UA-63947255-1,,
https://tourism.ca.gov/,https://tourism.ca.gov/s/,,,,,,,,
https://townofdiscoverybay.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND townofdiscoverybay.ca.gov
https://townofmammothlakes.ca.gov/,,"Mammoth Lakes, CA - Official Website | Official Website",,,,https://townofmammothlakes.ca.gov/Assets/Scripts/jQuery/jquery-2.2.4.min.js,"G-N89HWPCW7V,G-T785Y3D56V,GTM-K73C5PS,GTM-WKGQMK5",,
https://tqr.dtsc.ca.gov/,,Transporter Quarterly Report,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,"G-1M36NQSZBV,G-69TD0KNT0F,UA-19066778-1,UA-19066778-11,UA-3419582-2",,
https://trabajaseguro.ca.gov/,https://saferatwork.labor.ca.gov/es/,Hogar | Safer At Work,CAWeb v.1.11.0,,https://saferatwork.labor.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://saferatwork.labor.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-WN09725CCD,G-Y7T2KCM7P1,GTM-5LKL585,UA-21974567-38,UA-3419582-2,UA-3419582-47",,
https://trackprop30.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND trackprop30.ca.gov
https://trackprop55.sco.ca.gov/,,Track Prop 30/Prop 55,,,,https://trackprop55.sco.ca.gov/Scripts/jquery-3.4.1.min.js,GTM-T2X7CVX,,
https://train.calcareers.ca.gov/,,,,,,,,ERR_TOO_MANY_REDIRECTS,Maximum number of redirects exceeded
https://train.jobs.ca.gov/,,,,,,,,ERR_TOO_MANY_REDIRECTS,Maximum number of redirects exceeded
https://travelpocketguide.dot.ca.gov/,,Pocket Travel Guide,,,https://travelpocketguide.dot.ca.gov/resources/js/cagov.core.js,https://travelpocketguide.dot.ca.gov/js/jquery.min.js,"UA-21431721-9,UA-3419582-2",,
https://tribalaffairs.ca.gov/,,The Governor's Office of Tribal Affairs |,CAWeb v.1.11.0,,https://tribalaffairs.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://tribalaffairs.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-BZRKW432Z0,G-Y7T2KCM7P1,UA-31125811-10,UA-3419582-2,UA-3419582-47",,
https://tsunami.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: tsunami.ca.gov. is not in the cert's altnames: DNS:*.conservation.ca.gov, DNS:conservation.ca.gov"
https://tsunamimaps.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: tsunamimaps.ca.gov. is not in the cert's altnames: DNS:*.conservation.ca.gov, DNS:conservation.ca.gov"
https://tularecag.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND tularecag.ca.gov
https://tularecounty.ca.gov/,https://tularecounty.ca.gov/county/,Home - Tulare County Main,Mura 10.0.712,,,https://tularecounty.ca.gov/sites/county/includes/themes/Bootstrap5Main/js/libraries/jquery-3.5.1.min.js,,,
https://tularesuperiorcourt.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND tularesuperiorcourt.ca.gov
https://tuolumnecounty.ca.gov/,,"Tuolumne County, CA - Official Website | Official Website",,,,https://tuolumnecounty.ca.gov/Assets/Scripts/jQuery/jquery-2.2.4.min.js,"G-HHGEB3R8ZN,GTM-K73C5PS,GTM-WKGQMK5",,
https://tvts.insurance.ca.gov/,[login.microsoftonline.com],Sign in to your account,,,,,,,
https://uat.ceqanet.opr.ca.gov/,,CEQAnet,,,https://california.azureedge.net/cdt/statetemplate/5.5.21/js/cagov.core.min.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,UA-3419582-2,,
https://uat.myturn.ca.gov/,,My Turn - California Vaccine Scheduling & Notifications,,,,,"G-RJPGSHNVCG,GTM-5THG92K,GTM-WC8N8KN,UA-21974567-38,UA-3419582-2",,
https://uatcams.technology.ca.gov/,https://uatcams.technology.ca.gov/Account/Login?ReturnUrl=%2f,CAMS,,,,,UA-3419582-2,,
https://ucpi.sco.ca.gov/,,Unclaimed Property,,,,https://ucpi.sco.ca.gov/bundles/jquery?v=YafKYnEqZvAZgO-w5qWfpillXpe7eqhcIIGeGmYTj9o1,"G-857HAPRSRU,GTM-TMWH9FJ",,
https://uma.technology.ca.gov/,https://uma.technology.ca.gov/Account/Login?ReturnUrl=%2F,Multisite Authentication Management Tool,,,,https://uma.technology.ca.gov/bundles/jquery?v=YqCsfvDhJoPvqWxLrIGdSMk4aR1YaRls_pJP-aPxKBY1,,,
https://unemployment.edd.ca.gov/,https://edd.ca.gov/unemployment,File for Unemployment – Overview,,https://alert.cdt.ca.gov/,https://edd.ca.gov/Assets/js/cagov.core.min.js,https://code.jquery.com/jquery-3.4.1.min.js,"G-69TD0KNT0F,G-KF25MR5YHK,GTM-N8KVMBR,UA-3419582-31",,
https://uniformlaws.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND uniformlaws.ca.gov
https://unionsanitary.ca.gov/,,Union Sanitary - Union Sanitary District,,,,https://unionsanitary.ca.gov/media/jui/js/jquery.min.js?d76ed94d93112d01901df4c4ed5f22c6,"GTM-KRWSSKT,UA-84232900-1",,
https://utilitypocketguide.dot.ca.gov/,,Pocket Utility Guide,,,https://utilitypocketguide.dot.ca.gov/resources/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js,"UA-21431721-9,UA-3419582-2",,
https://v-cache.com/,,Caching Infrastructure,,,,,,,
https://vaccinateall58.ca.gov/,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/nCoV2019.aspx,COVID-19 Home,,https://alert.cdt.ca.gov/,,https://www.cdph.ca.gov/Style%20Library/CDPH/js/jquery.min.js,"G-RESPONSIVE,GTM-KVN6ZCB",,
https://vcb.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 134.186.29.133:443
https://vcgcb.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 134.186.29.133:443
https://victim.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 134.186.29.133:443
https://victimcompensation.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 134.186.29.133:443
https://victims.ca.gov/,,CalVCB - CA Victim Compensation Board,WordPress 6.5.3,https://alert.cdt.ca.gov/,,,"G-1P41D0CKTV,GTM-MZBJ9DW",,
https://voc.apps.dgs.ca.gov/,[login.microsoftonline.com],Sign in to your account,,,,,,,
https://vote.ca.gov/,https://www.sos.ca.gov/elections,Elections and Voter Information :: California Secretary of State,,,,https://www.sos.ca.gov/concrete/js/jquery.js?ccm_nocache=1a72ca0f3692b16db9673a9a89faff0649086c52,G-MSJG9B0DQE,,
https://votersfirstact.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 184.106.92.95:443
https://vwix.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND vwix.ca.gov
https://vwixa.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND vwixa.ca.gov
https://vwixd.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND vwixd.ca.gov
https://vwixs.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND vwixs.ca.gov
https://waftestvip.cdt.ca.gov/,,Index - EDD.Claims.Website,,,https://california.azureedge.net/cdt/statetemplate/5.0.17/js/cagov.core.min.js,https://kendo.cdn.telerik.com/2020.3.915/js/jquery.min.js,"GTM-PXDRJNP,UA-3419582-31",,
https://wassy4sy2.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 134.187.12.230:443
https://water.ca.gov/,,Department Of Water Resources,,,,https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js,GTM-KK6DT3F,,
https://waterchallenge.data.ca.gov/,,CA Water Data Challenge |,CAWeb v.1.11.0,,https://waterchallenge.data.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://waterchallenge.data.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-Y5H6H10KWM,G-Y7T2KCM7P1,UA-23110710-31,UA-3419582-2,UA-3419582-47",,
https://waterrights.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 134.186.197.100:443
https://wcb.ca.gov/,,California Wildlife Conservation Board Home Page,,https://alert.cdt.ca.gov/,https://wcb.ca.gov/Portals/_default/skins/cagov_WCB/js/cagov.core.js,https://wcb.ca.gov/Resources/libraries/jQuery/03_07_01/jquery.js?cdv=496,G-K4YTKJ2W16,,
https://wcc.insurance.ca.gov/,[login.microsoftonline.com],Sign in to your account,,,,,,,
https://wcchd.ca.gov/,,West Contra Costa Healthcare District,,,,,,,
https://wdc.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 134.186.104.20:443
https://wdopestboard.ca.gov/,,Structural Pest Control Board,,,,,,,
https://web.archive.org/,,Wayback Machine,,,,,,,
https://web.cslb.ca.gov/,,CSLB-Home -CSLB,,https://alert.cdt.ca.gov/,https://web.cslb.ca.gov/js/cagov.core.js,https://code.jquery.com/jquery-3.6.1.min.js,"G-1W465E5H9H,UA-3419582-2,UA-8901380-1",,
https://webmaps.arb.ca.gov/,,IIS Windows Server,,,,,,,
https://webservices.caloes.ca.gov/,,Cal OES Web Services |,CAWeb v.1.7.1,https://alert.cdt.ca.gov/,,https://webservices.caloes.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.6.1,"G-69TD0KNT0F,G-SVF2WCBCQD",,
https://webstandards.ca.gov/,,Webstandards | The online resource for California State agency webmasters,CAWeb v.1.11.0,,https://webstandards.ca.gov/wp-content/themes/CAWeb/src/version-6.0/cagov.core.js?ver=1.11.0,https://webstandards.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-8LTHCDW8ZL,G-Y7T2KCM7P1,UA-20973992-20,UA-3419582-2,UA-3419582-47",,
https://webutil.csac.ca.gov/,,,,,,,,,
https://wedrawthelines.ca.gov/,,"California Citizens Redistricting Commission | ""Fair Representation - Democracy at Work!""",CAWeb v.1.11.0,,https://wedrawthelines.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://wedrawthelines.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-Y7T2KCM7P1,UA-3419582-2,UA-3419582-47,UA-44798820-1",,
https://westnile.ca.gov/,,Westnile.ca.gov | California West Nile Virus Website,,,,https://westnile.ca.gov/assets/vendor/jquery/jquery.min.js,,,
https://wgfd.ca.gov/,,,,,,,,ECONNRESET,Client network socket disconnected before secure TLS connection was established
https://whistleblower.insurance.ca.gov/,[login.microsoftonline.com],Sign in to your account,,,,,G-Q7PJOQC1LQ,,
https://wic.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND wic.ca.gov
https://wicfarmers.ca.gov/,,,,,,,,ECONNRESET,read ECONNRESET
https://wicworks.ca.gov/,,,,,,,,ECONNRESET,read ECONNRESET
https://wildfirerecovery.ca.gov/,,,,,,,,ECONNRESET,Client network socket disconnected before secure TLS connection was established
https://wildfirerecovery.caloes.ca.gov/,,California Statewide Wildfire Recovery Resources |,CAWeb v.1.7.1,https://alert.cdt.ca.gov/,,https://wildfirerecovery.caloes.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.6.1,"G-69TD0KNT0F,G-TS7HJEYWFP",,
https://wildfiretaskforce.org/,,Home - California Wildfire & Forest Resilience,"Powered by Slider Revolution 6.7.12 - responsive, Mobile-Friendly Slider Plugin for WordPress with comfortable drag and drop interface.",,,https://wildfiretaskforce.org/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-AGREEMENTS,G-PZX39LHDQC",,
https://wildlife.ca.gov/,,California Department of Fish and Wildlife Home Page,DotNetNuke ,https://alert.cdt.ca.gov/,https://wildlife.ca.gov/Portals/_default/Skins/CAgov_CDFW/js/cagov.core.js,https://wildlife.ca.gov/Resources/libraries/jQuery/01_09_01/jquery.js?cdv=693,"G-CMRV390FF9,UA-12452426-2,UA-3419582-2",,
https://wix.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND wix.ca.gov
https://wixa.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND wixa.ca.gov
https://wixd.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND wixd.ca.gov
https://wixs.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND wixs.ca.gov
https://women.ca.gov/,,CCSWG | California Commission on Status of Women and Girls,CAWeb v.1.11.0,,https://women.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://women.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-7YZTFH0G4L,G-Y7T2KCM7P1,UA-20973992-29,UA-3419582-2,UA-3419582-47",,
https://workforcalifornia.ca.gov/,,Work for California,,,https://workforcalifornia.ca.gov/lib/cagovweb/state-template/dist/js/cagov.core.min.js,,G-H7MX86HSXW,,
https://wpso.dmhc.ca.gov/,,,,,,,G-HZ9FCJ3SHZ,,
https://wpwma.ca.gov/,,Home - Western Placer Waste Management Authority,WordPress 6.5.4,,,https://wpwma.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,G-L673EFZY1V,,
https://ww2.arb.ca.gov/,,Homepage | California Air Resources Board,Drupal 9 (https://www.drupal.org),,,,"G-7M1ZZPXDBL,UA-19803621-1",,
https://wwd.ca.gov/,,Home - Westlands Water District,WordPress 6.5.4,,,https://wwd.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,UA-40603001-1,,
https://www-test.cdfa.ca.gov/,,California Department of Food and Agriculture,,https://alert.cdt.ca.gov/,https://www-test.cdfa.ca.gov/v6/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,,,
https://www.4everproxy.com/,,4everproxy - Free Web Proxy | Unlimited VPN,,,,,UA-29423781-1,,
https://www.abc.ca.gov/,,Alcoholic Beverage Control | Trust - Innovation - Professionalism,CAWeb v.1.1.4b,https://alert.cdt.ca.gov/,https://www.abc.ca.gov/wp-content/themes/CAWeb/js/cagov.core.js?ver=1.0,https://www.abc.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.6.4,"G-69TD0KNT0F,G-DCG7L67NBP,UA-24087628-11,UA-3419582-2",,
https://www.aging.ca.gov/,,Home Page | California Department of Aging - State of California,,https://alert.cdt.ca.gov/,https://www.aging.ca.gov/js/cagov.core.js?date=4.10.19,https://code.jquery.com/jquery-3.6.0.min.js,"UA-21431721-20,UA-3419582-2",,
https://www.alamedacountysheriff.org/,,"Alameda County Sheriff's Office, CA | Home",,,,,"G-EPDQWJJ3BS,G-KPKCWPJ9P9",,
https://www.alrb.ca.gov/,,"ALRB | The California Agricultural Labor Relations Board was created in 1975 to ensure peace in the fields of California by guaranteeing justice for all agricultural workers and stability in agricultural labor relations. The Board seeks to achieve these ends by providing orderly processes for protecting, implementing, and enforcing the respective rights and responsibilities of employees, employers and labor organizations in their relations with each other.",CAWeb v.1.11.0,https://alert.cdt.ca.gov/alert.js?ver=1.0.0,https://www.alrb.ca.gov/wp-content/themes/CAWeb/src/version-6.0/cagov.core.js?ver=1.11.0,https://www.alrb.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-3GVNPSC58B,G-69TD0KNT0F,G-Y7T2KCM7P1,UA-3419582-2,UA-3419582-47,UA-58832707-1",,
https://www.assembly.ca.gov/,,Welcome to the California State Assembly | California State Assembly,,,,,"G-4D0PPGX2BH,G-GOIEQIIBO2",,
https://www.auditor.ca.gov/,,California State Auditor,,,,,"G-1LZ8G4GVJY,G-69TD0KNT0F",,
https://www.bar.ca.gov/,,Home page - Bureau of Automotive Repair,,,https://www.bar.ca.gov/js/cagov.core.min.js,https://code.jquery.com/jquery-3.6.0.min.js,G-2RE0XT2L0F,,
https://www.barbercosmo.ca.gov/,,California Board of Barbering and Cosmetology,,,https://www.barbercosmo.ca.gov/js/cagov.core.js,https://code.jquery.com/jquery-3.5.1.min.js,"G-69TD0KNT0F,G-8SW7CC7X25,GTM-M683DJB,GTM-NBQCVZC,UA-3419582-2,UA-64276560-3",,
https://www.bbs.ca.gov/,,Board of Behavioral Sciences (BBS),,,https://www.bbs.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js,"G-69TD0KNT0F,G-DF674HWF28,GTM-M683DJB,GTM-NBQCVZC,UA-3419582-2,UA-64276560-4",,
https://www.bcdc.ca.gov/,,BCDC - San Francisco Bay Conservation and Development Commission,,https://alert.cdt.ca.gov/,https://www.bcdc.ca.gov/js/cagov.core.js,https://code.jquery.com/jquery-3.6.0.min.js,"G-659EB2TT61,G-69TD0KNT0F,UA-21974567-29,UA-3419582-2",,
https://www.bcsh.ca.gov/,,"California Business, Consumer Services and Housing Agency",,,https://www.bcsh.ca.gov/js/cagov.core.js,https://code.jquery.com/jquery-3.5.1.min.js,"G-69TD0KNT0F,G-E4Q2NW6P5W,GTM-M683DJB,GTM-NBQCVZC,UA-3419582-2,UA-64276560-31",,
https://www.bing.com/,,Bing,,,,,,,
https://www.biomonitoring.ca.gov/,,,,,,,,,
https://www.boe.ca.gov/,,California State Board of Equalization,,,https://www.boe.ca.gov/js/cagov.core.js,https://code.jquery.com/jquery-3.6.0.min.js,"G-69TD0KNT0F,G-XH0RG68L1S,UA-3419582-2,UA-3419582-32",,
https://www.bondaccountability.ca.gov/,,CA.GOV Bond Accountability,,,https://california.azureedge.net/cdt/statetemplate/6.1.0/js/cagov.core.min.js,,"G-69TD0KNT0F,G-WJP820TQVY,UA-11020260-1,UA-3419582-2",,
https://www.boomerang.ca.gov/,,Boomerang: State of California Retirees Job Connection,,,https://www.boomerang.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js,"UA-3419582-2,UA-5276088-3",,
https://www.bot.ca.gov/,,Board of Occupational Therapy,,,https://www.bot.ca.gov/js/cagov.core.js,https://code.jquery.com/jquery-3.5.1.min.js,"G-69TD0KNT0F,G-VWTHLSTC7N,GTM-M683DJB,GTM-NBQCVZC,UA-3419582-2,UA-64276560-14",,
https://www.bpelsg.ca.gov/,,"Board for Professional Engineers, Land Surveyors, and Geologists",,,https://www.bpelsg.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js,"G-00QVLPGF36,G-69TD0KNT0F,GTM-M683DJB,GTM-NBQCVZC,UA-64276560-10",,
https://www.bppe.ca.gov/,,Bureau for Private and Post-Secondary Education - BPPE,,,https://www.bppe.ca.gov/js/cagov.core.js,https://code.jquery.com/jquery-3.5.1.min.js,"G-3V1YPEGZCC,G-69TD0KNT0F,GTM-NBQCVZC,UA-3419582-2,UA-64276560-20",,
https://www.brea.ca.gov/,,California Bureau of Real Estate Appraisers,,,,,"UA-22544255-17,UA-3419582-2",,
